nameAr,barcode,gtin,activeIngredients,strength,dosageForm,manufacturer,officialPrice,requiresPrescription,source
ACNEVIT ANTI-ACNE SERUM 30 ML,,,,,UNKNOWN,ALPAYA DERMACEUTICALS > VAMER PHARMA,420.0,,Elhafez Reference 25065
ACNI-CARE 2% LOTION 25 ML (N/A),,,ERYTHROMYCIN,,UNKNOWN,SIGMA,20.0,,Elhafez Reference 25065
ACNI-CARE 2% TOP. GEL. 20 GM (N/A),,,ERYTHROMYCIN,,TOPICAL,SIGMA,6.5,,Elhafez Reference 25065
ACNIACT TOPICAL GEL 15 GM,,,ADAPALENE+BENZOYL PEROXIDE,,TOPICAL,AUG PHARMA,39.0,,Elhafez Reference 25065
ACNIDU TOPICAL GEL (N/A),,,BENZOYL PEROXIDE+ERYTHROMYCIN,,TOPICAL,EVA PHARMA,16.2,,Elhafez Reference 25065
ACNIL LOTION 60 ML,,,SULPHUR PPT.+RESORCIN,,UNKNOWN,EL NILE.,3.0,,Elhafez Reference 25065
ACNIMED FACE FOAM CLEANSER 200 ML,,,,,TOPICAL,MEDITOPIC,345.0,,Elhafez Reference 25065
ACNIMED TOPICAL GEL 75 ML,,,,,TOPICAL,MEDITOPIC,380.0,,Elhafez Reference 25065
ACNISWAB 0.1% CREAM 30 GM,,,TAZAROTENE,,TOPICAL,UNISWAB,45.0,,Elhafez Reference 25065
ACNITAZ 0.1% TOPICAL GEL. 15 GM,,,TAZAROTENE,,TOPICAL,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),14.4,,Elhafez Reference 25065
ACNORA CREAM 50 ML,,,LAVENDER+THYME+HYPERICUM+OLIVE LEAF EXT.,,TOPICAL,BENOSTAN > MAGIC PHARMA-EGYPT,140.0,,Elhafez Reference 25065
ACOMPLIA 20MG  14F.C.TABLET (WITHDRAWAL),,,RIMONABANT,,ORAL.SOLID,SANOFI WINTHROP > SANOFI,250.0,,Elhafez Reference 25065
ACRETIN 0.025% CREAM 30 GM,,,TRETINOIN,,TOPICAL,JAMJOOM PHARMACEUTICALS,38.0,,Elhafez Reference 25065
ACRETIN 0.05% CREAM 30 GM,,,TRETINOIN,,TOPICAL,JAMJOOM PHARMACEUTICALS,43.0,,Elhafez Reference 25065
ACRO CREAM 75 GM,,,VITAMIN A+VITAMIN E,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > ACROMEDICA FOR DRUG TRADING,80.0,,Elhafez Reference 25065
ACROCAL 24 CHEWABLE TABS.,,,CALCIUM+MAGNESIUM+ZINC+VITAMIN D3,,ORAL.SOLID,NUTRIXIA > GLAXO HEALTH PHARMA,49.5,,Elhafez Reference 25065
ACROLYTE 250ML SOLUTION,,,ELECTROLYTES+ZINC+PREBIOTIC,,ORAL.LIQUID,ORGANIX FOR DIETARY SUPPLEMENTS > BIOCTIVA PHARMA,60.0,,Elhafez Reference 25065
ACROMAR H 30 ML NASAL SPRAY,,,HYPERTONIC SOLUTION+HYALURONIC ACID+EUCALYPTUS+PANTHENOL+ALOE VERA,,SPRAY,NILE COSMOTICS FACRORY > NUTRISYNTH FOR TRADE AND DISTRIBUTION,89.0,,Elhafez Reference 25065
ACT HAIR SHAMPOO 125 ML,,,,,TOPICAL,GLOBE INTERNATIONAL PHARMACEUTICALS,19.75,,Elhafez Reference 25065
ACT LIFE 20 CAPSULES,,,CHROMIUM PICOLINATE,,ORAL.SOLID,DEBEIKY,54.0,,Elhafez Reference 25065
ACT-HIB VACCINE 10MCG/0.5ML VIAL,,,HAEMOPHILUS INFLUENZA+TETANUS TOXOID,,INJECTION,SANOFI PASTEUR-FRANCE > ETIMEX-EGYPT,50.0,,Elhafez Reference 25065
ACTEMRA 200 MG/10ML VIAL FOR I.V. INF.,,,TOCILIZUMAB,,INJECTION,F.HOFFMAN LA ROCHE,7569.0,,Elhafez Reference 25065
ACTEMRA 400 MG/20ML VIAL FOR I.V. INF.,,,TOCILIZUMAB,,INJECTION,F.HOFFMAN LA ROCHE,14160.0,,Elhafez Reference 25065
ACTEMRA 80 MG/4ML VIAL FOR I.V. INF.,,,TOCILIZUMAB,,INJECTION,F.HOFFMAN LA ROCHE,2763.0,,Elhafez Reference 25065
ACTI 20 MG 20 F.C. TABS.,,,VONOPRAZAN,,ORAL.SOLID,MASH PREMIERE,106.0,,Elhafez Reference 25065
ACTI 4 PLUS WHITENING CREAM 75 GM,,,,,TOPICAL,> XCEL PHARMA,90.0,,Elhafez Reference 25065
ACTI MASS SPRAY100ML,,,MENTHOL CRYSTAL+CAMPHOR OIL+EUCALYPTUS OIL+CLOVE OIL,,UNKNOWN,ACTIMED > PHARMACIA ELITE,95.0,,Elhafez Reference 25065
ACTI-COLLA ADVANCE 10 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C+TURMERIC+BLACK PEPPER,,EFF,EVA PHARMA,390.0,,Elhafez Reference 25065
ACTI-COLLA ADVANCE 30 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C+TURMERIC+BLACK PEPPER,,EFF,EVA PHARMA,990.0,,Elhafez Reference 25065
ACTI-COLLA-C 10 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C+ROSEHIP EXTRACT,,EFF,EVA PHARMA,288.0,,Elhafez Reference 25065
ACTI-COLLA-C 30 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C+ROSEHIP EXTRACT,,EFF,EVA PHARMA,666.0,,Elhafez Reference 25065
ACTI-FOLIC 30 TABS.,,,L-METHYLFOLATE,,ORAL.SOLID,OCTOBER PHARMA,55.0,,Elhafez Reference 25065
ACTI-MASS MASSAGE CREAM50GM,,,MENTHOL-SALICYLIC ACID-CERA ALBA-GLYCERIN,,TOPICAL,ACTIMED > PHARMACIA ELITE,70.0,,Elhafez Reference 25065
ACTI-VITA CLEANSING LOTION 200 ML,,,,,UNKNOWN,MONTEIL PARIS > MULTITRADE,269.0,,Elhafez Reference 25065
ACTI-VITA ENRICHED EYE CREME PROCGEN 15 ML,,,,,TOPICAL,MONTEIL PARIS > MULTITRADE,443.0,,Elhafez Reference 25065
ACTI-VITA GOLD PROCGEN CREME DAY/NIGHT 50 ML,,,,,TOPICAL,MONTEIL PARIS > MULTITRADE,1057.0,,Elhafez Reference 25065
ACTI-VITA GOLD PROCGEN SERUM 15 ML,,,,,UNKNOWN,MONTEIL PARIS > MULTITRADE,956.0,,Elhafez Reference 25065
ACTI-VITA GOLD PROCGEN SOFTENING LOTION 125 ML,,,,,UNKNOWN,MONTEIL PARIS > MULTITRADE,404.0,,Elhafez Reference 25065
ACTI-VITA PERFECT COMPLEXION MASK 100 ML,,,,,TOPICAL,MONTEIL PARIS > MULTITRADE,276.0,,Elhafez Reference 25065
ACTI-VITA ULTRA RICH CREME PROCGEN 50 ML,,,,,TOPICAL,MONTEIL PARIS > MULTITRADE,700.0,,Elhafez Reference 25065
ACTICA 10 SACHETS,,,CALCIUM CARBONATE+MAGNESIUM+ZINC+VIT.D3+VIT.K2+LACTOFERRIN,,EFF,MED CARE > DRUG PHARMA EGYPT,50.0,,Elhafez Reference 25065
ACTIDIOR GEL 25 GM,,,,,TOPICAL,LEADER COSMETICS > PUREX HEALTH CARE,100.0,,Elhafez Reference 25065
ACTIFAST 50 MG 30 F.C.TAB.,,,DICLOFENAC POTASSIUM,,ORAL.SOLID,SIGMA > OCTOBER PHARMA,39.0,,Elhafez Reference 25065
ACTIFAST 50 MG 30 SACHETS,,,DICLOFENAC POTASSIUM,,EFF,SIGMA > OCTOBER PHARMA,105.0,,Elhafez Reference 25065
ACTIFAST 50 MG 6 SACHETS,,,DICLOFENAC POTASSIUM,,EFF,SIGMA > OCTOBER PHARMA,21.0,,Elhafez Reference 25065
ACTIFED 12 TAB.,,,PSEUDOEPHEDRINE+TRIPROLIDINE,,ORAL.SOLID,GLAXO SMITHKLINE,5.0,,Elhafez Reference 25065
ACTIFED EXPECTORANT SYRUP 120 ML,,,GUAIFENESIN+PSEUDOEPHEDRINE+TRIPROLIDINE,,ORAL.LIQUID,GLAXO SMITHKLINE,6.25,,Elhafez Reference 25065
ACTIFED SYRUP 120ML,,,PSEUDOEPHEDRINE+TRIPROLIDINE,,ORAL.LIQUID,GLAXO SMITHKLINE,5.5,,Elhafez Reference 25065
ACTIFLASH MASSAGE GEL 100 GM,,,PEPPERMINT+CAMPHOR+EUCALYPTUS+TEA TREE OIL+ALMOND+VIT.E&B6+CLOVE OIL+CINNAMON+GREEN TEA+POMEGRANATE,,TOPICAL,LEADER FOR COSMETICS > ACTIVA THERAPEUTICS,69.0,,Elhafez Reference 25065
ACTIFLASH MASSAGE GEL 50 GM,,,PEPPERMINT+CAMPHOR+EUCALYPTUS+TEA TREE OIL+ALMOND+VIT.E&B6+CLOVE OIL+CINNAMON+GREEN TEA+POMEGRANATE,,TOPICAL,LEADER FOR COSMETICS > ACTIVA THERAPEUTICS,45.0,,Elhafez Reference 25065
ACTIFLEXIN 30 CAPS.,,,NATURAL EGGSHELL MEMBRANE,,ORAL.SOLID,> PHARMA MEDICA,210.0,,Elhafez Reference 25065
ACTIHER 10 SACHETS * 3 GM,,,FENUGREEK+FENNEL+DILL+CARAWAY+CHAMOMILE+ANISE OIL+CALCIUM+VITAMIN D3,,EFF,MEDCARE > SALIX PHARMA,34.0,,Elhafez Reference 25065
ACTILYSE 50 MG 2 VIALS+2 SOLVENTS I.V. INF.,,,ALTEPLASE,,INJECTION,BOEHRINGER INGELHEIM,21997.0,,Elhafez Reference 25065
ACTIMAR 30 CAPS.,,,L-GLUTAMINE+L-TAURINE+THIAMINE+PYRIDOXINE+ZINC,,ORAL.SOLID,HI-PHARM,120.0,,Elhafez Reference 25065
ACTIMAXVIT 15 CAPS.,,,VITAMINS,,ORAL.SOLID,VITABIOTICS,12.0,,Elhafez Reference 25065
ACTIMO 100 MG 14 SACHETS,,,LACTOFERRIN,,EFF,> LEVANA,198.0,,Elhafez Reference 25065
ACTIMOXIFLOX 400 MG 10 F.C.TABS.,,,MOXIFLOXACIN,,ORAL.SOLID,INTERNATIONAL DRUG AGENCY (IDI) > MIRA INTERNATIONAL,184.0,,Elhafez Reference 25065
ACTIMOXIFLOX 400 MG 5 F.C.TABS.,,,MOXIFLOXACIN,,ORAL.SOLID,INTERNATIONAL DRUG AGENCY (IDI) > MIRA INTERNATIONAL,92.0,,Elhafez Reference 25065
ACTIVASE 50MG 29MIU (2VIALS),,,ALTEPLASE,,INJECTION,GENENTECH > EGYPTIAN PHARMACEUTICAL TRADING COMPANY,8100.0,,Elhafez Reference 25065
ACTIVATE 200MG 40 SUGAR COATED TAB. (N/A),,,SULBUTIAMINE,,ORAL.SOLID,SIGMA,26.0,,Elhafez Reference 25065
ACTIVATED BLACKSEED 1000MG 30 CAPSULES,,,NIGELLA SATIVA SEED OIL 1000MG,,ORAL.SOLID,GRANTY FOOD INDUSTRIES > AVANTIC,230.0,,Elhafez Reference 25065
ACTIVE HAIR CREAM 100 GM,,,GARLIC EXT+ALOE VERA OIL+PANTHENOL+LAVENDER OIL+VIT(E+C)+PEPPERMINT OIL+JOJOBA OIL+EMU OIL+OLIVE OIL,,UNKNOWN,HI-CARE > AVANO PHARMA,120.0,,Elhafez Reference 25065
ACTIVE HAIR LOTION 250 ML,,,GARLIC EXTRACT-OIL+ALOE VERA EXTRACT+THYME EXTRACT+PEPPERMINT OIL+GINKGO BILOBA+VITAMIN E+PANTHENOL,,UNKNOWN,HI-CARE > AVANO PHARMA,135.0,,Elhafez Reference 25065
ACTIVE HAIR OIL 120 ML,,,ALOE VERA OIL+JOJOBA OIL+THYME OIL+JASMINE OIL+OLIVE OIL+ROSEMARY OIL+LAVENDER OIL+VITAMIN E,,UNKNOWN,HI-CARE > AVANO PHARMA,120.0,,Elhafez Reference 25065
ACTIVE HAIR OIL 60 ML,,,,,UNKNOWN,HI-CARE > AVANO PHARMA,50.0,,Elhafez Reference 25065
ACTIVE HAIR SERUM 120 ML,,,,,SPRAY,HI-CARE > AVANO PHARMA,225.0,,Elhafez Reference 25065
ACTIVE HAIR SHAMPOO 250 ML,,,,,TOPICAL,HI-CARE > AVANO PHARMA,140.0,,Elhafez Reference 25065
ACTIVE MAN (NATURES AID) 60 CAPS.,,,L-ARGININE+KOREAN GINSENG+DAMIANA+MACA+ZINC,,ORAL.SOLID,> STADA,500.0,,Elhafez Reference 25065
ACTIVE MASSAGE CREAM 50 GM,,,,,TOPICAL,LEADER COSMETICS > INTERPHARMA,19.95,,Elhafez Reference 25065
ACTIVE-MENO 30 TABS.,,,SOY ISOFLAVONES+HYALURONIC ACID+CALCIUM+VITAMIN D+VITAMIN B1+VITAMIN B2+VITAMIN B6+VITAMIN B12+BIOTIN+FOLIC ACID,,ORAL.SOLID,DOPPELHERZ > DEUTSCHE PHARMA,650.0,,Elhafez Reference 25065
ACTIVENT 8MG SR 20 CAP.,,,SALBUTAMOL,,ORAL.SOLID,MUP,13.2,,Elhafez Reference 25065
ACTIVIN 20 TAB.,,,GRAPE SEEDS EXTRACT,,ORAL.SOLID,MEPACO,19.5,,Elhafez Reference 25065
ACTIVITY MASSAGE CREAM 75 GM,,,STEARIC ACID+BEES WAX+SODIUM HYDROXIDE+PEPPERMINT OIL+GLYCEROL+THYME EXTRACT+CLOVE EXTRACT+CINNAMON+,,TOPICAL,EGYPTIAN COMPANY FOR COSMETICS > CARE MID-EAST PHARMA,37.0,,Elhafez Reference 25065
ACTNOW 10 CAPSULES,,,GINSENG+ROYAL JELLY+WHEAT GERM OIL+BEE POLLEN+BEE PROPOLIS,,ORAL.SOLID,SIGMA > EGPI,30.0,,Elhafez Reference 25065
ACTO-C MOUTH SPRAY 60 ML,,,MOUTH WASH FORMULA,,SPRAY,EGPI > TADAWI EGYPT,14.0,,Elhafez Reference 25065
ACTODAY 5 MG 10 F.C. TAB.,,,RISEDRONATE SODIUM,,ORAL.SOLID,CHEMIPHARM,35.0,,Elhafez Reference 25065
ACTOFENSE 30 TABLETS,,,VIT C+VIT E+ZINC+VIT B1+VIT B2+VIT B 3+VIT B5+VIT B6+VIT B12+BIOTIN+CAL CARBONATE+COPPER+FOLATE,,ORAL.SOLID,KARMAN > K&M PHARMA,105.0,,Elhafez Reference 25065
ACTOFLEX 3% TOPICAL GEL 25 GM,,,FELBINAC,,TOPICAL,WESTERN PHARMACEUTICALS INDUSTRIES > WESTERN PHARMA,6.5,,Elhafez Reference 25065
ACTOLIND GEL 30 ML,,,0  1% POLYHEXANIDE (PHMB)+POLOXAMER+AUXILIARY SUBSTANCES,,TOPICAL,ACTO GMBH > BIOSOURCE,270.0,,Elhafez Reference 25065
ACTOLIND GEL 50 ML,,,0  1% POLYHEXANIDE (PHMB)+POLOXAMER+AUXILIARY SUBSTANCES,,TOPICAL,ACTO GMBH > BIOSOURCE,359.0,,Elhafez Reference 25065
ACTOMAX 1% SPRAY 500 ML,,,PERMETHRIN,,SPRAY,> RIDGE PHARMA,149.0,,Elhafez Reference 25065
ACTONEL 35MG ONCE-A-WEEK 2 F.C. TAB. (N/A),,,RISEDRONATE SODIUM,,ORAL.SOLID,ACTAVIS > MULTIPHARMA,121.5,,Elhafez Reference 25065
ACTONEL 5MG 14 F.C. TAB.,,,RISEDRONATE SODIUM,,ORAL.SOLID,SANOFI,80.0,,Elhafez Reference 25065
ACTONL CREAM MASSAGE 60 MG,,,EUGENOL+EUCALYPTUS OIL+PEPPERMINT OIL+CAMPHOR,,TOPICAL,SMARTEC FOR MEDICAL PRODUCTS &COSMETICS > MARAN  ASSA,40.0,,Elhafez Reference 25065
ACTOS 15MG 30 TAB.,,,PIOGLITAZONE,,ORAL.SOLID,ARAB PHARMACEUTICAL MANUFACTURING CO. > HIKMA PHARMA,273.0,,Elhafez Reference 25065
ACTOS 30MG 30 TAB.,,,PIOGLITAZONE,,ORAL.SOLID,ARAB PHARMACEUTICAL MANUFACTURING CO. > HIKMA PHARMA,372.0,,Elhafez Reference 25065
ACTOSEB WITH CALCIUM 28 F.C. TAB.(BIPHASIC),,,CALCIUM CARBONATE+RISEDRONATE SODIUM,,ORAL.SOLID,SABAA > ACTIVA THERAPEUTICS,106.0,,Elhafez Reference 25065
ACTOWEEK 35 MG 1 F.C. TAB.,,,RISEDRONATE SODIUM,,ORAL.SOLID,CHEMIPHARM,20.0,,Elhafez Reference 25065
ACTOZONE 30MG 10 TAB.,,,PIOGLITAZONE,,ORAL.SOLID,AMOUN,33.5,,Elhafez Reference 25065
ACTOZONE 45MG 10 TAB.,,,PIOGLITAZONE,,ORAL.SOLID,AMOUN,50.0,,Elhafez Reference 25065
ACTRAPID HM 100 I.U./ML  5*3ML PENFILLS,,,INSULIN NEUTRAL HUMAN,,INJECTION,NOVO NORDISK,338.0,,Elhafez Reference 25065
ACTRAPID HM 100 I.U./ML 10 ML VIAL,,,INSULIN NEUTRAL HUMAN,,INJECTION,NOVO NORDISK,130.0,,Elhafez Reference 25065
ACTRIAZOLE 200 MG 2 CAPS.,,,FLUCONAZOLE,,ORAL.SOLID,EGPI > RIGHT CARE PHARMA,51.5,,Elhafez Reference 25065
ACTRIAZOLE 200 MG 7 CAPS. (N/A),,,FLUCONAZOLE,,ORAL.SOLID,EGPI > RIGHT CARE PHARMA,51.5,,Elhafez Reference 25065
ACTYLOGLUTA SE  20TAPS,,,N-ACETYL CYSTEINE 300MG. GLUTATHIONE 100MG. SELENIUM 50MCG. VITAMIN C 64 MG. MOLYBDENUM 40MCG,,ORAL.SOLID,LIFE SAVER INTERNATIONAL > NASH PHARMA,170.0,,Elhafez Reference 25065
ACUCORT CREAM 60 GM,,,GLUCOSAMINE SULFATE+CHONDROITIN SULFATE+LIPOSOME (VITAMIN E)+CORN GERM OIL,,TOPICAL,EGYPTIAN COMPANY FOR COSMETICS > SPEDA PHARMA,38.0,,Elhafez Reference 25065
ACULAR LS 0.4% EYE DROPS 5 ML,,,KETOROLAC TROMETHAMINE,,EYE,ALLERGAN > SOFICOPHARM,41.5,,Elhafez Reference 25065
ACUPAN 20MG/ML 3 AMPS.(N/A),,,NEFOPAM,,INJECTION,EIPICO > 3M HEALTH CARE-U.K.,7.05,,Elhafez Reference 25065
ACUPAN 30MG 20 TABS.(N/A),,,NEFOPAM,,ORAL.SOLID,EIPICO > 3M HEALTH CARE-U.K.,10.0,,Elhafez Reference 25065
ACYCLOSTAD 5% CREAM 10 GM,,,ACYCLOVIR,,TOPICAL,GLOBAL NAPI PHARMACEUTICALS > STADA,23.0,,Elhafez Reference 25065
ACYCLOVIR 3% EYE OINT. 5 GM (N/A),,,ACYCLOVIR,,EYE,MISR,5.75,,Elhafez Reference 25065
ACYCLOVIR 400 STADA 35 TABS.,,,ACYCLOVIR,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS > STADA,210.0,,Elhafez Reference 25065
ACYCLOVIR 800 STADA 35 TABS.,,,ACYCLOVIR,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS > STADA,280.0,,Elhafez Reference 25065
ACYCLOVIR-MISR 5% TOPICAL CREAM 10 GM,,,ACYCLOVIR,,TOPICAL,MISR,23.0,,Elhafez Reference 25065
ACZONE 30 GM GEL,,,LACTIC ACID+MARINE COLLAGEN+VITAMIN C (ASCORBIC ACID)+HYALURONIC ACID+VITAMIN E (TOCOPHEROL)+TEA TREE OIL+ALOE VERA EXTRACT+CALENDULA EXTRACT,,TOPICAL,SMARTEC PHARMACEUTICALS AND COSMETIC > BETA PHARM,134.0,,Elhafez Reference 25065
AD-MUC ORAL OINT. 10 GM (N/A),,,CHAMOMILE+MYRRH TINCTURE,,TOPICAL,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI) > MERZ,11.0,,Elhafez Reference 25065
ADAGEL 0.1% TOPICAL GEL. 30 GM,,,ADAPALENE,,TOPICAL,EGPI > TAG PHARMA,34.0,,Elhafez Reference 25065
ADALAT LA 30MG 30 F.C. TABS. (N/A),,,NIFEDIPINE,,ORAL.SOLID,BAYER PHARMA AG > BAYER HEALTHCARE,67.5,,Elhafez Reference 25065
ADALIMAB-EIPICO 40 MG/0.8ML PREFILLED SYRINGE,,,ADALIMUMAB,,INJECTION,RELIANCE LIFE SCIENCES > EIPICO,4675.0,,Elhafez Reference 25065
ADALIMAB-EVA 40 MG/0.4ML 2 PREFILLED SYRINGE,,,ADALIMUMAB,,INJECTION,ALVOTECH > EVA PHARMA,7000.0,,Elhafez Reference 25065
ADAM 90 VEG. CAPS. (NOW),,,,,ORAL.SOLID,NOW FOODS > SOFICOPHARM,1850.0,,Elhafez Reference 25065
ADAMAT 250MG 30CAPS.,,,METHYLDOPA,,ORAL.SOLID,EL NASR,8.6,,Elhafez Reference 25065
ADAMINE 100MG 20 CAPS.,,,AMANTADINE,,ORAL.SOLID,RAMEDA,18.0,,Elhafez Reference 25065
ADANCOR 10MG 30 BREAKABLE TABS.,,,NICORANDIL,,ORAL.SOLID,MERCK KGAA F.R.GERMANY > MERCK LIMITED EGYPT,83.0,,Elhafez Reference 25065
ADANCOR 20MG 30 BREAKABLE TABS.,,,NICORANDIL,,ORAL.SOLID,MERCK KGAA  F.R.GERMANY > MERCK LIMITED EGYPT,142.0,,Elhafez Reference 25065
ADANOID 0.1% TOP. GEL 30 GM,,,ADAPALENE,,TOPICAL,GLOBAL NAPI PHARMACEUTICALS,12.0,,Elhafez Reference 25065
ADANT 25MG/2.5ML INTRA-ARTICULAR PREFILLED SYRINGE,,,SODIUM HYALURONATE,,INJECTION,TEDEC MEIJI FARMA-SPAIN > EDGE PHARMA,1500.0,,Elhafez Reference 25065
ADAPALENE 0.1% GEL 30 GM,,,ADAPALENE,,TOPICAL,BORG,34.0,,Elhafez Reference 25065
ADAPALENE DUO FORTE GEL 30 GM,,,ADAPALENE+BENZOYL PEROXIDE,,TOPICAL,BORG,79.0,,Elhafez Reference 25065
ADAPTAN 250MG/5ML ORAL SOLUTION 100 ML,,,GABAPENTIN,,UNKNOWN,EUROPEAN EGYPTIAN PHARM. IND.,37.0,,Elhafez Reference 25065
ADAPTAN 300 MG 10 SOFT GELATIN CAP.,,,GABAPENTIN,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,21.6,,Elhafez Reference 25065
ADAPTAN 400 MG 10 SOFT GELATIN CAPS.,,,GABAPENTIN,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,31.2,,Elhafez Reference 25065
ADCETRIS 50 MG PD. CONC. FOR I.V. INF.,,,BRENTUXIMAB VEDOTIN,,INJECTION,PIERRE - FABRE FRANCE > TAKEDA,69296.0,,Elhafez Reference 25065
ADCOCARE CREAM 20 GM,,,UREA+LIQUID PARAFFIN+GLYCERYL MONOSTEARATE+PROPYLENE GLYCOL,,TOPICAL,ARAB DRUG COMPANY (ADCO),12.0,,Elhafez Reference 25065
ADCOCARE CREAM 40 GM,,,UREA+LIQUID PARAFFIN+GLYCERYL MONOSTEARATE+PROPYLENE GLYCOL,,TOPICAL,ARAB DRUG COMPANY (ADCO),21.75,,Elhafez Reference 25065
ADCOCETINE 1% OINT. 15 GM,,,CHLORAMPHENICOL,,TOPICAL,ARAB DRUG COMPANY (ADCO),3.75,,Elhafez Reference 25065
ADCOCLINDACE 10MG/ML TOP. SOL.,,,CLINDAMYCIN,,UNKNOWN,ARAB DRUG COMPANY (ADCO),12.0,,Elhafez Reference 25065
ADCOCLINDACE 150 MG 16 CAPS.,,,CLINDAMYCIN,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),14.5,,Elhafez Reference 25065
ADCOCLINDACE 300 MG 16 CAPS.,,,CLINDAMYCIN,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),24.0,,Elhafez Reference 25065
ADCOCYCLINE 3% OINT. 15 GM,,,TETRACYCLINE,,TOPICAL,ARAB DRUG COMPANY (ADCO),7.25,,Elhafez Reference 25065
ADCOKION 10MG 20 CHEW.TAB.,,,VITAMIN K1,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),14.0,,Elhafez Reference 25065
ADCOKION 10MG/ML 5 AMP. FOR I.M. INJ.,,,VITAMIN K1,,INJECTION,MEMPHIS > ARAB DRUG COMPANY (ADCO),9.5,,Elhafez Reference 25065
ADCOMEX STERILE EYE DROPS 10 ML,,,NEOMYCIN+POLYMYXIN,,EYE,ARAB DRUG COMPANY (ADCO),3.75,,Elhafez Reference 25065
ADCOPANTIN 5% TOPICAL CREAM 20 GM,,,PANTHENOL,,TOPICAL,ARAB DRUG COMPANY (ADCO),12.0,,Elhafez Reference 25065
ADCOPANTIN 5% TOPICAL CREAM 40 GM,,,PANTHENOL,,TOPICAL,ARAB DRUG COMPANY (ADCO),21.75,,Elhafez Reference 25065
ADCOSTIGMINE 0.5MG/ML 5 AMP.,,,DISTIGMINE BROMIDE,,INJECTION,ARAB DRUG COMPANY (ADCO),1.6,,Elhafez Reference 25065
ADCOSTIGMINE 5 MG 20 TAB.,,,DISTIGMINE BROMIDE,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),2.05,,Elhafez Reference 25065
ADCOTREXIN 20 CAPS.,,,TILBROQUINOL+TILIQUINOL+TILIQUINOL LAURYL SULPHATE,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),14.4,,Elhafez Reference 25065
ADCOZOLE 2% TOPICAL CR. 15 GM,,,MICONAZOLE,,TOPICAL,ARAB DRUG COMPANY (ADCO),7.25,,Elhafez Reference 25065
ADDAMEL N 20 I.V AMP 10 ML,,,CHROMIC CL+COPPER CL+FERRIC CL+POTASSIUM I+SODIUM FLUORIDE+SODIUM MOLYBDATE+SODIUM SELENITE+ZINC CL,,INJECTION,FRESENIUS KABI,372.5,,Elhafez Reference 25065
ADDAVEN 20 CONC. AMP. FOR INF. 10 ML,,,CHROMIUM+COPPER+FERRIC CHLORIDE+MANGANESE+POTASSIUM+SODIUM FLOURIDE+SODIUM MOLYBDATE+SODIUM SELENITE+ZINC,,INJECTION,FRESENIUS KABI,450.0,,Elhafez Reference 25065
ADDO-G 30 H.G. CAPS.,,,MULTIVITAMINS 13 VITAMINS AND 11 MINERALS WITH COQ10 AND LACTOBACILLUS ACIDOPHILUS,,ORAL.SOLID,PHARMA ZAD > ELIXIR PHARMA (GEORGE GROUP),225.0,,Elhafez Reference 25065
ADENO B6 20 F.C. TAB.,,,ADENOSINE+VITAMIN B6,,ORAL.SOLID,UNIPHARMA CO. > UNIPHARMA,14.4,,Elhafez Reference 25065
ADENO SED B FORTE 3 AMP.,,,ADENOSINE TRIPHOSPHATE+COCARBOXYLASE+NICOTINAMIDE+VITAMIN B12,,INJECTION,SEDICO,7.5,,Elhafez Reference 25065
ADENOSIN FORTE 3 LYOPHILIZED I.M. AMP.,,,ADENOSINE TRIPHOSPHATE+COCARBOXYLASE+NICOTINAMIDE+VITAMIN B12,,UNKNOWN,EL NILE.,66.0,,Elhafez Reference 25065
ADENOX FORTE 20 F.C TAB.,,,ATP+VITAMIN B6,,ORAL.SOLID,SIGMA,11.5,,Elhafez Reference 25065
ADEZIA TOPICAL CREAM 60 GM,,,,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > COMPETE PHARM,180.0,,Elhafez Reference 25065
ADIPOMOVE 30 TABLET,,,CHITOSAN 500MG+L-ASCORBIC ACID 50MG+CHROMIUM CHLORIDE HEXA HYDRATE 256 MCG,,ORAL.SOLID,ORGANICS > PRITTO PHARMA,180.0,,Elhafez Reference 25065
